День,№ Кампании,Название кампании,Статус кампании,№ Объявления,Статус объявления,Тип объявления,Заголовок,Текст,Ссылка,Путь до изображения,Название файла изображения,Идентификатор видео,Путь до превью видео,Формат,Источник текста,№ Группы,Название группы,"Расход, ₽",Показы,Клики,Конверсии,"CR, %","CPA, ₽"
07.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879333,Активные,Текстово-графическое,Твой путь к офферу в кибербезе! Читать статью!,Гайд по поиску работы для новичков и опытных. От основателя Singleton Security,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5246835/kfm8ilg8C2j6vZe0UxQfzw,rm040326_statya_b2_1,-,-,Текстово-графический,Оригинальный,5725904033,Посетители все 90 дней,36.40,65,34,3,8.82,12.13
07.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879330,Активные,Текстово-графическое,Гайд по карьере в кибербезе! Для новичков и опытных!,Пошаговый разбор поиска работы в кибербезе и советы от реального нанимающего,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4465630/mfQj0t1HydGGN70_jDpgBg,rm040326_statya_b4,-,-,Текстово-графический,Оригинальный,5725904033,Посетители все 90 дней,11.82,145,4,0,0.00,-
07.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879356,Активные,Текстово-графическое,Почему не берут в ИБ без опыта? Читать статью!,Пошаговый разбор поиска работы в кибербезе и советы от реального нанимающего,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5422523/yj1fKMDZesdbje0riqqjIA,rm040326_statya_b1,-,-,Текстово-графический,Оригинальный,5725904035,pbh_blue_all,0.00,1,0,0,-,-
07.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879327,Активные,Текстово-графическое,Ищешь работу в ИБ? Читай советы о собесах без цензуры,Пошаговый разбор поиска работы в кибербезе и советы от реального нанимающего,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4417140/qWi-Lvhw5_U3hvlFMtSbqQ,rm040326_statya_b5_1,-,-,Текстово-графический,Оригинальный,5725904033,Посетители все 90 дней,12.77,256,13,1,7.69,12.77
07.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879355,Активные,Текстово-графическое,Почему не берут в ИБ без опыта? Читать статью!,Пошаговый разбор поиска работы в кибербезе и советы от реального нанимающего,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5739142/zfAS-nt_51afnRKC4sTTgw,rm040326_statya_b1_1,-,-,Текстово-графический,Оригинальный,5725904035,pbh_blue_all,0.00,2,0,0,-,-
07.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879328,Активные,Текстово-графическое,Ищешь работу в ИБ? Читай советы о собесах без цензуры,Пошаговый разбор поиска работы в кибербезе и советы от реального нанимающего,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5356422/iDWajnE2AUOeFMbkv31Pxg,rm040326_statya_b5,-,-,Текстово-графический,Оригинальный,5725904033,Посетители все 90 дней,10.12,124,15,1,6.67,10.12
07.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879344,Активные,Текстово-графическое,Твой путь к офферу в кибербезе! Читать статью!,Гайд по поиску работы для новичков и опытных. От основателя Singleton Security,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5719807/ypwpt8PrlfPbjkOX3MOP6A,rm040326_statya_b2,-,-,Текстово-графический,Оригинальный,5725904034,cybered_int,70.08,173,61,11,18.03,6.37
07.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879337,Активные,Текстово-графическое,Ищешь работу в ИБ? Читай советы о собесах без цензуры,Пошаговый разбор поиска работы в кибербезе и советы от реального нанимающего,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4417140/qWi-Lvhw5_U3hvlFMtSbqQ,rm040326_statya_b5_1,-,-,Текстово-графический,Оригинальный,5725904034,cybered_int,21.41,941,20,1,5.00,21.41
07.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879334,Активные,Текстово-графическое,Твой путь к офферу в кибербезе! Читать статью!,Гайд по поиску работы для новичков и опытных. От основателя Singleton Security,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5719807/ypwpt8PrlfPbjkOX3MOP6A,rm040326_statya_b2,-,-,Текстово-графический,Оригинальный,5725904033,Посетители все 90 дней,36.28,489,33,4,12.12,9.07
07.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879342,Активные,Текстово-графическое,"Как найти первую работу в ИБ, полноценный гайд! Читать!",Пошаговый разбор поиска работы в кибербезе и советы от реального нанимающего,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4837371/tePo2naVMXcTK235Q-08WA,rm040326_statya_b3,-,-,Текстово-графический,Оригинальный,5725904034,cybered_int,1.69,33,1,1,100.00,1.69
07.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879339,Активные,Текстово-графическое,Гайд по карьере в кибербезе! Для новичков и опытных!,Пошаговый разбор поиска работы в кибербезе и советы от реального нанимающего,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5381174/fLUO4j3YdgsW6EmeF5b1hg,rm040326_statya_b4_1,-,-,Текстово-графический,Оригинальный,5725904034,cybered_int,90.35,211,72,5,6.94,18.07
07.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879331,Активные,Текстово-графическое,"Как найти первую работу в ИБ, полноценный гайд! Читать!",Пошаговый разбор поиска работы в кибербезе и советы от реального нанимающего,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5257964/gUl0m-BA3VHfVDSbkiVl9A,rm040326_statya_b3_1,-,-,Текстово-графический,Оригинальный,5725904033,Посетители все 90 дней,10.39,77,10,1,10.00,10.39
07.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879341,Активные,Текстово-графическое,"Как найти первую работу в ИБ, полноценный гайд! Читать!",Пошаговый разбор поиска работы в кибербезе и советы от реального нанимающего,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5257964/gUl0m-BA3VHfVDSbkiVl9A,rm040326_statya_b3_1,-,-,Текстово-графический,Оригинальный,5725904034,cybered_int,34.25,33,31,9,29.03,3.81
07.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879340,Активные,Текстово-графическое,Гайд по карьере в кибербезе! Для новичков и опытных!,Пошаговый разбор поиска работы в кибербезе и советы от реального нанимающего,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4465630/mfQj0t1HydGGN70_jDpgBg,rm040326_statya_b4,-,-,Текстово-графический,Оригинальный,5725904034,cybered_int,59.70,945,47,12,25.53,4.97
07.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879346,Активные,Текстово-графическое,Почему не берут в ИБ без опыта? Читать статью!,Пошаговый разбор поиска работы в кибербезе и советы от реального нанимающего,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5422523/yj1fKMDZesdbje0riqqjIA,rm040326_statya_b1,-,-,Текстово-графический,Оригинальный,5725904034,cybered_int,19.15,297,12,1,8.33,19.15
07.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879338,Активные,Текстово-графическое,Ищешь работу в ИБ? Читай советы о собесах без цензуры,Пошаговый разбор поиска работы в кибербезе и советы от реального нанимающего,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5356422/iDWajnE2AUOeFMbkv31Pxg,rm040326_statya_b5,-,-,Текстово-графический,Оригинальный,5725904034,cybered_int,28.30,1580,31,3,9.68,9.43
07.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879336,Активные,Текстово-графическое,Почему не берут в ИБ без опыта? Читать статью!,Пошаговый разбор поиска работы в кибербезе и советы от реального нанимающего,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5422523/yj1fKMDZesdbje0riqqjIA,rm040326_statya_b1,-,-,Текстово-графический,Оригинальный,5725904033,Посетители все 90 дней,11.95,585,10,1,10.00,11.95
07.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879335,Активные,Текстово-графическое,Почему не берут в ИБ без опыта? Читать статью!,Пошаговый разбор поиска работы в кибербезе и советы от реального нанимающего,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5739142/zfAS-nt_51afnRKC4sTTgw,rm040326_statya_b1_1,-,-,Текстово-графический,Оригинальный,5725904033,Посетители все 90 дней,10.34,206,11,0,0.00,-
07.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879345,Активные,Текстово-графическое,Почему не берут в ИБ без опыта? Читать статью!,Пошаговый разбор поиска работы в кибербезе и советы от реального нанимающего,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5739142/zfAS-nt_51afnRKC4sTTgw,rm040326_statya_b1_1,-,-,Текстово-графический,Оригинальный,5725904034,cybered_int,0.62,6,1,0,0.00,-
07.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879329,Активные,Текстово-графическое,Гайд по карьере в кибербезе! Для новичков и опытных!,Пошаговый разбор поиска работы в кибербезе и советы от реального нанимающего,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5381174/fLUO4j3YdgsW6EmeF5b1hg,rm040326_statya_b4_1,-,-,Текстово-графический,Оригинальный,5725904033,Посетители все 90 дней,26.00,57,34,3,8.82,8.67
07.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879343,Активные,Текстово-графическое,Твой путь к офферу в кибербезе! Читать статью!,Гайд по поиску работы для новичков и опытных. От основателя Singleton Security,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/5246835/kfm8ilg8C2j6vZe0UxQfzw,rm040326_statya_b2_1,-,-,Текстово-графический,Оригинальный,5725904034,cybered_int,88.09,1089,67,9,13.43,9.79
07.03.2026,707793990,vea_cybered_statya_RSYA-040326_rm040326-RF_retarget,Активные,17635879332,Активные,Текстово-графическое,"Как найти первую работу в ИБ, полноценный гайд! Читать!",Пошаговый разбор поиска работы в кибербезе и советы от реального нанимающего,https://red.cyber-ed.ru/how_to_find_a_job_for_a_beginner/?utm_source=yd&utm_medium=kiberbez_{source_type}&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE}_{source},http://direct.yandex.ru/images/direct/4837371/tePo2naVMXcTK235Q-08WA,rm040326_statya_b3,-,-,Текстово-графический,Оригинальный,5725904033,Посетители все 90 дней,8.07,21,9,1,11.11,8.07
07.03.2026,707634756,vea-start-karery-v-blue-team_RSYA-270226_1_rm061125-RF,Остановленные,17625989169,Активные,Текстово-графическое,Научитесь отражать кибератаки и зарабатывать на этом!,"Изучите основы защиты от кибератак, узнайте как стать специалистом, бесплатно!",https://cyber-ed.ru/start-karery-v-blue-team/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/5030778/_qsP8ghJtDsvQ_TGWYSs1w,rm061125.png,-,-,Текстово-графический,Оригинальный,5723190880,"Сегмент 1 и 2. Горячие: «Blue Team / SOC / защита от кибератак, уже ищут курс»",0.00,1,0,0,-,-
07.03.2026,707634756,vea-start-karery-v-blue-team_RSYA-270226_1_rm061125-RF,Остановленные,17625989162,Активные,Текстово-графическое,Специалист по противодействию кибератакам! Бесплатно 0 р,"Узнайте о новой профессии в IT-сфере. Получите навыки и инструменты, бесплатно!",https://cyber-ed.ru/start-karery-v-blue-team/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/5246680/7Epw7q8-ENeTB_BtI8JziA,rm061125 (4).jpg,-,-,Текстово-графический,Оригинальный,5723190878,Информационная безопасность / общие ключи,135.68,281,1,1,100.00,135.68
07.03.2026,707634756,vea-start-karery-v-blue-team_RSYA-270226_1_rm061125-RF,Остановленные,17625989167,Активные,Текстово-графическое,"Бесплатный онлайн-курс ""Противодействие кибератакам"" 0 р","Курс для знакомства с основами защиты ИТ-инфраструктур на Blue Team, бесплатно!",https://cyber-ed.ru/start-karery-v-blue-team/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4473846/u34Zd-U-Iu4HBlfQNHWu2A,rm061125 (3).jpg,-,-,Текстово-графический,Оригинальный,5723190879,Курсы по кибербезопасности / обучение кибербезопасности с нуля,348.90,439,5,4,80.00,87.22
07.03.2026,707634756,vea-start-karery-v-blue-team_RSYA-270226_1_rm061125-RF,Остановленные,17625989165,Активные,Текстово-графическое,Специалист по противодействию кибератакам! Бесплатно 0 р,"Узнайте о новой профессии в IT-сфере. Получите навыки и инструменты, бесплатно!",https://cyber-ed.ru/start-karery-v-blue-team/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/5246680/7Epw7q8-ENeTB_BtI8JziA,rm061125 (4).jpg,-,-,Текстово-графический,Оригинальный,5723190879,Курсы по кибербезопасности / обучение кибербезопасности с нуля,122.22,221,4,1,25.00,122.22
07.03.2026,707634756,vea-start-karery-v-blue-team_RSYA-270226_1_rm061125-RF,Остановленные,17625989168,Активные,Текстово-графическое,Специалист по противодействию кибератакам! Бесплатно 0 р,"Узнайте о новой профессии в IT-сфере. Получите навыки и инструменты, бесплатно!",https://cyber-ed.ru/start-karery-v-blue-team/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/5246680/7Epw7q8-ENeTB_BtI8JziA,rm061125 (4).jpg,-,-,Текстово-графический,Оригинальный,5723190880,"Сегмент 1 и 2. Горячие: «Blue Team / SOC / защита от кибератак, уже ищут курс»",110.19,137,2,1,50.00,110.19
07.03.2026,707634756,vea-start-karery-v-blue-team_RSYA-270226_1_rm061125-RF,Остановленные,17625989164,Активные,Текстово-графическое,"Бесплатный онлайн-курс ""Противодействие кибератакам"" 0 р","Курс для знакомства с основами защиты ИТ-инфраструктур на Blue Team, бесплатно!",https://cyber-ed.ru/start-karery-v-blue-team/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4473846/u34Zd-U-Iu4HBlfQNHWu2A,rm061125 (3).jpg,-,-,Текстово-графический,Оригинальный,5723190878,Информационная безопасность / общие ключи,0.00,16,0,0,-,-
07.03.2026,707634756,vea-start-karery-v-blue-team_RSYA-270226_1_rm061125-RF,Остановленные,17625989170,Активные,Текстово-графическое,"Бесплатный онлайн-курс ""Противодействие кибератакам"" 0 р","Курс для знакомства с основами защиты ИТ-инфраструктур на Blue Team, бесплатно!",https://cyber-ed.ru/start-karery-v-blue-team/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4473846/u34Zd-U-Iu4HBlfQNHWu2A,rm061125 (3).jpg,-,-,Текстово-графический,Оригинальный,5723190880,"Сегмент 1 и 2. Горячие: «Blue Team / SOC / защита от кибератак, уже ищут курс»",0.00,12,0,0,-,-
07.03.2026,707634746,vea-start-karery-v-blue-team_RSYA-270226_1_rm061125-City_ml,Остановленные,17625988891,Активные,Текстово-графическое,"Бесплатный онлайн-курс ""Противодействие кибератакам"" 0 р","Курс для знакомства с основами защиты ИТ-инфраструктур на Blue Team, бесплатно!",https://cyber-ed.ru/start-karery-v-blue-team/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4473846/u34Zd-U-Iu4HBlfQNHWu2A,rm061125 (3).jpg,-,-,Текстово-графический,Оригинальный,5723190806,"Сегмент 1 и 2. Горячие: «Blue Team / SOC / защита от кибератак, уже ищут курс»",0.00,35,0,0,-,-
07.03.2026,707634746,vea-start-karery-v-blue-team_RSYA-270226_1_rm061125-City_ml,Остановленные,17625988890,Активные,Текстово-графическое,Научитесь отражать кибератаки и зарабатывать на этом!,"Изучите основы защиты от кибератак, узнайте как стать специалистом, бесплатно!",https://cyber-ed.ru/start-karery-v-blue-team/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/5030778/_qsP8ghJtDsvQ_TGWYSs1w,rm061125.png,-,-,Текстово-графический,Оригинальный,5723190806,"Сегмент 1 и 2. Горячие: «Blue Team / SOC / защита от кибератак, уже ищут курс»",157.62,524,4,0,0.00,-
07.03.2026,707634746,vea-start-karery-v-blue-team_RSYA-270226_1_rm061125-City_ml,Остановленные,17625988888,Активные,Текстово-графическое,"Бесплатный онлайн-курс ""Противодействие кибератакам"" 0 р","Курс для знакомства с основами защиты ИТ-инфраструктур на Blue Team, бесплатно!",https://cyber-ed.ru/start-karery-v-blue-team/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4473846/u34Zd-U-Iu4HBlfQNHWu2A,rm061125 (3).jpg,-,-,Текстово-графический,Оригинальный,5723190805,Курсы по кибербезопасности / обучение кибербезопасности с нуля,279.59,356,3,1,33.33,279.59
07.03.2026,707634746,vea-start-karery-v-blue-team_RSYA-270226_1_rm061125-City_ml,Остановленные,17625988889,Активные,Текстово-графическое,Специалист по противодействию кибератакам! Бесплатно 0 р,"Узнайте о новой профессии в IT-сфере. Получите навыки и инструменты, бесплатно!",https://cyber-ed.ru/start-karery-v-blue-team/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/5246680/7Epw7q8-ENeTB_BtI8JziA,rm061125 (4).jpg,-,-,Текстово-графический,Оригинальный,5723190806,"Сегмент 1 и 2. Горячие: «Blue Team / SOC / защита от кибератак, уже ищут курс»",508.16,322,7,3,42.86,169.39
07.03.2026,707634746,vea-start-karery-v-blue-team_RSYA-270226_1_rm061125-City_ml,Остановленные,17625988883,Активные,Текстово-графическое,Специалист по противодействию кибератакам! Бесплатно 0 р,"Узнайте о новой профессии в IT-сфере. Получите навыки и инструменты, бесплатно!",https://cyber-ed.ru/start-karery-v-blue-team/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/5246680/7Epw7q8-ENeTB_BtI8JziA,rm061125 (4).jpg,-,-,Текстово-графический,Оригинальный,5723190804,Информационная безопасность / общие ключи,37.33,79,1,1,100.00,37.33
07.03.2026,707634746,vea-start-karery-v-blue-team_RSYA-270226_1_rm061125-City_ml,Остановленные,17625988885,Активные,Текстово-графическое,"Бесплатный онлайн-курс ""Противодействие кибератакам"" 0 р","Курс для знакомства с основами защиты ИТ-инфраструктур на Blue Team, бесплатно!",https://cyber-ed.ru/start-karery-v-blue-team/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4473846/u34Zd-U-Iu4HBlfQNHWu2A,rm061125 (3).jpg,-,-,Текстово-графический,Оригинальный,5723190804,Информационная безопасность / общие ключи,358.77,590,5,4,80.00,89.69
07.03.2026,707634746,vea-start-karery-v-blue-team_RSYA-270226_1_rm061125-City_ml,Остановленные,17625988886,Активные,Текстово-графическое,Специалист по противодействию кибератакам! Бесплатно 0 р,"Узнайте о новой профессии в IT-сфере. Получите навыки и инструменты, бесплатно!",https://cyber-ed.ru/start-karery-v-blue-team/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/5246680/7Epw7q8-ENeTB_BtI8JziA,rm061125 (4).jpg,-,-,Текстово-графический,Оригинальный,5723190805,Курсы по кибербезопасности / обучение кибербезопасности с нуля,0.00,1,0,0,-,-
07.03.2026,707634735,vea-professiya-pentester_RSYA-270226_1_rm221125-RF,Активные,17625987970,Активные,Текстово-графическое,Начните учиться на пентестера бесплатно! В CyberEd!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/5225972/2SMlzSNRdmbBcqLZ-8rQww,rm201125_b1.jpg,-,-,Текстово-графический,Оригинальный,5723190784,"+Автотаргет - Сегмент 6. Теория, методики, этапы, отчёты",254.59,208,3,2,66.67,127.30
07.03.2026,707634735,vea-professiya-pentester_RSYA-270226_1_rm221125-RF,Активные,17625987964,Активные,Текстово-графическое,Начните учиться на пентестера бесплатно! В CyberEd!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/5225972/2SMlzSNRdmbBcqLZ-8rQww,rm201125_b1.jpg,-,-,Текстово-графический,Оригинальный,5723190782,"+Автотаргет - Сегмент 8. Общее ядро спроса по пентесту (широкие запросы, смешанный интент)",36.84,95,1,1,100.00,36.84
07.03.2026,707634735,vea-professiya-pentester_RSYA-270226_1_rm221125-RF,Активные,17625987968,Активные,Текстово-графическое,Начните учиться пентесту с нуля! Базовые знания в IT/ИБ,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4321594/8sPTuvh82FX9LrIkZskzzw,rm201125_b3.jpg,-,-,Текстово-графический,Оригинальный,5723190784,"+Автотаргет - Сегмент 6. Теория, методики, этапы, отчёты",0.00,9,0,0,-,-
07.03.2026,707634735,vea-professiya-pentester_RSYA-270226_1_rm221125-RF,Активные,17625987962,Активные,Текстово-графическое,Начните учиться пентесту с нуля! Базовые знания в IT/ИБ,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4321594/8sPTuvh82FX9LrIkZskzzw,rm201125_b3.jpg,-,-,Текстово-графический,Оригинальный,5723190782,"+Автотаргет - Сегмент 8. Общее ядро спроса по пентесту (широкие запросы, смешанный интент)",90.78,110,4,2,50.00,45.39
07.03.2026,707634735,vea-professiya-pentester_RSYA-270226_1_rm221125-RF,Активные,17625987965,Активные,Текстово-графическое,Начните учиться пентесту с нуля! Базовые знания в IT/ИБ,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4321594/8sPTuvh82FX9LrIkZskzzw,rm201125_b3.jpg,-,-,Текстово-графический,Оригинальный,5723190783,"+Автотаргет - Сегмент 7. Бренды и конкуренты (Яндекс, OTUS, Codeby и т.д.)",0.00,1,0,0,-,-
07.03.2026,707634735,vea-professiya-pentester_RSYA-270226_1_rm221125-RF,Активные,17625987963,Активные,Текстово-графическое,Получите базу пентеста для уверенного старта бесплатно!,97 Онлайн-уроков. 11 Часов видео. 267 обучающих тестов. 12 лабораторных занятий,https://cyber-ed.ru/professiya-pentester/?utm_source=yd&utm_medium={source_type}&utm_campaign={campaign_id}&utm_content={ad_id},http://direct.yandex.ru/images/direct/4866625/I-lnKAlCYHPLeyIWbX9QUw,rm201125_b2.jpg,-,-,Текстово-графический,Оригинальный,5723190782,"+Автотаргет - Сегмент 8. Общее ядро спроса по пентесту (широкие запросы, смешанный интент)",2.67,75,1,0,0.00,-
